x0000,y0000,y0001,y0002,y0003,y0004,y0005,y0006,y0007,y0008,y0009,y0010,y0011,y0012,y0013,y0014,y0015,y0016,y0017,y0018,y0019,y0020,y0021,y0022,y0023,y0024,y0025,y0026,y0027,y0028,y0029,y0030,y0031,y0032,y0033,y0034,y0035,y0036,y0037,y0038,y0039,y0040,y0041,y0042,y0043,y0044,y0045,y0046,y0047,y0048,y0049,y0050,y0051,y0052,y0053,y0054,y0055,y0056,y0057,y0058,y0059
784,0,0,1.6075218,2.8169174,0,0.55735826,0.37857145,0,0,0.35678512,0.93278486,2.4777427,0.9399321,2.0663955,0,0.3958837,1.5942677,1.7020175,0,0,0.7869747,0,0,0,1.3862951,0,0.6103485,0,0.77855533,1.0729251,6.772589,0,0,0,0.2372497,5.160824,4.10091,0.16813207,0,1.2483639,0.079969265,0,3.843689,0,2.6857445,0,0.5022359,0,0,0.45045233,0,0.6165303,0,0.3127299,0.6026944,0,0,0,0.31833902,0
785,0,0.76794297,0,0,0,0.002529802,0.43645665,0,0,0.57090896,2.2802238,0,0,0.85286194,0.204984,0,0.16017619,0,0,0,0,0.1489737,0,0.69502133,0.033321157,1.2807851,0,0.13245206,0,2.478968,0,0,0,0,0,0,0,0.6405874,0.15477072,1.1892198,1.2418551,0,2.3258305,0,0,0,0.29835108,1.4915808,0,0,0,0.001822087,3.756392,0,2.0944886,0,3.0637987,0,1.6709669,0
786,0,0,0.2495916,13.0073,0,0,0,1.0935733,0.3180106,1.3838722,0,0,0.771453,0,0,1.3162426,0,2.8130848,0,2.3940284,0.5526322,0,0,0,0,0,0.42758733,0.5371941,0.36887115,0,10.343935,0.81459284,0,2.2306828,0,0,0,0,0,0,0.35898754,0,7.61864,2.6655033,0,0.21529226,0.03951672,0.27256206,0.8260536,0.7241787,3.1622765,5.037787,0,1.3436689,1.6255686,0,1.5253323,0,0,0
787,1.9331743,0.5043935,0.30854928,0,0,0,0,2.876787,0.119226605,0,0,2.117538,0,0,0,1.2579529,0.3684825,1.6913527,0,0,0,0,0,0,0,0,0,0.21074474,0.7904354,0.32201192,0,1.1139814,0,0,0,0.63794184,0,0.22504327,1.6467161,0,0.42005068,1.799038,1.0097173,0.8902701,2.4860446,0,0.5428263,0,0,0.624103,0,0,0,0,0,0,2.1749434,0,0.2970284,0
788,0,0,0,0,0,0,0,0.44877088,0.21860544,0.48204035,0,0.08638364,0,0.2173875,0.34670267,0,0,0.9130544,0,0,0,0,0.3584716,0,0,0,6.153791,0,0,1.8521187,3.1135738,0,2.8873038,1.7443192,0,1.939579,0.0733372,0.19107148,0,0,2.8972816,0.61424834,0,1.4366481,4.4981284,0,0.5587743,0,0,0,0,2.402435,1.4040135,1.9351344,0,0,0,0,0.22951196,0.038412172
789,0,0.41819265,0,1.7279888,0,0.72417563,0,0,2.073752,0.33549684,0,0,1.5188688,0,0,0,0,0,0,0,0.14759089,0.1973119,0.36370236,0.3513383,0,3.5850773,0,0,0,0,1.9403976,3.8253925,6.123945,0.7410524,0,0,3.7991552,0,2.7373447,0,0.6601143,0,0,1.2875854,0,0,0,0,0.9332584,0.1817404,0,1.563726,0.36802983,0.63695484,1.1062216,5.2021823,0,0,2.0921845,0.23890762
790,0,0,0,0,0,0,0.32385504,0,0,0,1.1617483,1.6008589,0,0,0,0,0,0,0,0.9019332,0,0.57825965,0,0,0,0.45227385,2.2676327,0,0,0.061351474,0,0,0,0,2.618895,0,3.4001465,2.0326855,0,0,1.4651054,1.6185125,0,0,0,0,0,0,0.5007708,0,0,4.3135633,0,0.21471566,0.8145312,0.5520629,0,0.8359956,0.77267206,0.013244492
791,0,0,0,0,1.3309441,2.600543,1.2292895,2.8542068,0,0.93430084,0,0,0,0,1.7621624,0,0,2.543294,0,0,0.74580836,0,0,0,2.83726,0,3.9693785,0,0,2.1524572,0,0,0,1.5288204,0.35841858,0,0,0,1.8715881,0,0,0.6588748,0,0.8873941,0,0,0,3.7838488,0,0,1.4909788,2.1856623,0,0.57793695,0.88012767,0,0,0.4405371,0,0
792,2.097515,0,0.7276538,5.403647,0,0.72869307,0,0,0.40206733,1.2938818,0.07653907,0,0.73499334,1.0837007,0.07734216,0,0.29402915,0.2223252,0.3182817,0,0,0,0.6664025,0.70894456,0,0,0,1.1548165,0,0,0,0,0,0,5.6885767,0,0,0,0,2.7016056,1.3450674,0.8090024,0,0,0,0.6010569,0.2119639,0,0,0.7126616,0.008440487,0,0,0,0,0,0.8416643,1.600604,0,0.7555916
793,0,0.769084,0,0,0,1.7694046,0,0,0,0,0,0.43798423,0,0,0,0,0,0.15595847,0,0,0,0.024032297,1.0234301,0.5513061,0,4.210028,0,0,1.1993662,0.792522,0,0,4.777265,0,1.639846,0.288459,7.3189664,0,0,0,1.3425772,0,0,1.4023416,0,0,1.746907,1.2343019,0.75445163,0.5153909,0.30148923,0,0.21550842,0,0.9682765,0.251685,4.240313,0.41666588,1.2380884,0
794,0,0,1.8267986,0,0,1.7035164,0,0,0,0.64371544,0,0,0,1.003276,0,3.082356,0,0.9630837,0.60533106,0,0,0,0.11332654,0,2.3498912,0,3.6950023,0.8101273,0,0,0,0,0,0,0,0,2.413654,0,1.2193086,0,0.11942586,0,2.5719514,1.1400831,0,0,0,0,0.110679306,0.055272814,0,1.6587892,0,0,0,4.762287,1.6217396,0,0,0
795,0,0,0.48875073,0,0,1.2960376,0,0.9237875,0.7485826,0.022943161,0.70860445,0,0,0,0,0,0.5886397,0.41328746,0,0.24499097,0.28850412,0,0,0,0,0.9080041,0,0.1666634,0.85783505,0.025227606,0,2.677331,0,0.80600464,2.9353597,0,1.548285,0,0,0,0.68777055,1.1944147,0.6705852,0,2.0766544,0,0,0,0.18514915,0,0.32095844,0.662416,0,1.3569117,1.2251755,3.3934119,2.2365131,1.9361696,0,0.77568024
796,0,0.22370237,0,7.640527,0,0.9878017,0,0,0.5129349,0.71211195,0,0,0,0,0,0,0,0,0.0511291,0.025754396,0.24565797,0,0,0,0,0,0,0.67081636,0,1.8945373,0,0.044755455,0,0.6219249,0,0,0,0,0.64705396,0.77381414,0,0,0,0,0,0,0,0,0.025628213,0,0,6.1227956,0,1.258329,0,0,0,0,1.1650628,1.6235795
797,0,0,3.4832976,0,0,0,1.4422857,0,0,0.41562438,0.47651803,0,0,0,0.045757428,2.2781947,0.09257751,0,0.30961546,0.53953636,0,0,1.2717866,0,0,3.342417,0,1.5226709,0,0,1.0292048,0,2.2022252,0,2.7318609,0.42380768,1.3584857,0,0,0,1.7242137,0,0,0,0,0.35658556,0,0,0.4589655,2.3076832,0,0.23938665,0,0,0,0,0,0,0,0
798,0.97486794,0,0,0,0,0.036169905,0,0,0.82376844,0,0,1.609312,1.9234337,0.5696667,0,1.3222084,0.87315124,0,0,0,0,0.5799449,0,2.6560295,0.40465632,0,0,0,1.6145644,0,0,3.2255948,3.842208,0,0,0,0,0.73764884,0,0.53920215,0,0.7983556,0,0,0,0.3512692,1.2084715,0.61542964,0.3080926,0,0.8268164,1.9135373,0,0,0.28225732,0,0,0,0,0
799,0,0.30751103,0,0,0,0,0.33020532,0,0,0,0,1.8793279,0.4095824,1.6641469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15184394,0,0.8454548,0,4.5813756,0,0,0,1.1051366,0,1.0324157,0,0.9501079,0,10.031842,0.38789064,0,0.17409082,0.28778708,0,0,0,1.9537898,0,1.4545075,0,0,0.7288434,0.61871165,1.307231,0,0
800,1.1034052,0.07165368,5.445078,0,0.37887162,0,1.9309208,0,0,0,0,0.010188738,0.64975107,0,1.0738655,1.3172842,0.55923516,3.3748927,0,0,0,0.039128684,0.06286286,0.42820808,0,0,0,0,2.048016,0,0,1.3207442,1.0256155,0,0,0,0,2.4301445,0,0.955318,0,0,0,0,0,0.2441556,0,0,0,2.1815395,0,0,0,0,0,1.7818725,0.011312477,0,0.75549513,0.36267665
801,0,0.83771294,0.112570494,0,1.4491695,0,0,0,0.32218394,0,0,0,0.9209346,0.38527784,0.24199365,0,0,0,0,0.39424345,0,0,0.91121703,0.22564982,0,0,0,0.79340696,0.18094866,0,0,0.3528352,0,0,0,0,0,0,0,1.5496862,0,0.3584919,0,0,0,0,0.61448276,0,0,0,0,2.1911986,0,0.6352916,0,0,0,1.4918675,0.25957248,0
802,1.0851614,0.45811337,0,0,0,0,0,0,0,0,0,0,0.31367925,0,0,0,0,0.282517,0,1.1426228,0,1.0849272,0.39610034,1.9779122,0,0,7.8522696,1.2329069,0,0.16329545,3.5772526,0,6.225938,0.042343583,0,0.26472795,0,0,0,1.7848642,0.23910804,0,0,0.022775186,3.966229,0,0,0,0,0,0,0,0,0,1.6745508,0,0,0.5675414,0,0.5530897
803,0,0,0.22989191,0,0,0.35753492,0,0.009357039,0.8302376,0,0,0.021621546,1.5877794,0,0,0,0,0,0.5067294,0,0.20127147,0,0,0,0,0,0,0,0,4.3156548,0,0,0,0,1.0577096,0.943198,1.9372003,0,0,0.17416114,0,1.3693721,6.821185,2.1669824,0,1.7836425,0,0,0.8372162,0,0,0,0.7647251,0,0,0,1.7480415,0,0,0
804,0,0,0,4.370902,1.8993329,0,2.030039,0,0.1487142,0.90452236,0,1.3901032,0,1.355629,0,0,0.58527446,1.5448031,0,0,0,0.9254936,0.4413,0.8002719,3.2607338,1.8755755,3.768494,2.2042944,0,0,0,0,0,0,0,0.8893117,0,0,0,0,0,0,0,0,2.535509,0,0.6059272,0,0,0,0.49740592,5.5108542,0,0,0,2.9745605,1.5869787,1.6843715,0,1.410636
805,0.79512084,0.23688278,2.275431,0,0.12952548,0,0,0.37863094,0,0,0,0.10968065,0.35007283,0,0,0.69623035,0,2.0929089,2.1826997,0,0,0.1186907,0,2.1782138,0,0,0,0.44040683,0,0,0,0,4.225538,0.75633246,2.542572,2.2273474,1.339204,0.018625788,0.28163198,0,0,0,0,0,0.33121443,0,0.14664,0,0,0,1.7392666,6.046277,0.44743574,1.5179485,0,0,0.41044867,0.32129958,0,0
806,0.58727026,0,0,0,0,0.6017542,0,0,0,0,0,0,0,0,0.03476763,1.5926484,0,0.10887314,0,0.9185249,0,1.2026312,0,0,0,0,0,0,0,5.691602,0,1.0651348,0,0.42982408,3.3472295,0.8465951,1.0062296,0,0,0,0,0.1793952,0,0.6180476,0,1.7900031,0.10092554,0,0.56037223,1.4020072,2.1483738,0,1.0210074,0.5154692,0,0,0,0,0,0
807,0,1.1774118,0,6.7465973,1.1121677,0,2.6480846,0,0,0,4.7301874,0.015657382,0,0,0,0.7898818,0.5814119,0.14926735,0,0.08863663,0,0.26389349,0.36781958,0,0.8398889,0,0,0,0,0.1677497,5.409144,0,0,0,0,0,0,1.1318822,0,1.5902339,2.826559,0.53746444,8.438868,0,0,1.0292308,0,0.104676604,0.87946063,0,0,3.027543,0,0,0.14543834,0,2.1322532,0.59156406,0,0
808,0,0.73068804,0.46541506,0,0.9473996,3.944921,0,0.19106309,0,0.14000149,0,0.15605165,0,0.17471965,1.7179967,1.6678523,0,1.6164939,0.7259876,0,2.6373923,0,0,1.6257026,0,0,3.1528094,0,0,0,0,0,0,0,9.38859,0,0,0,1.3912939,1.0972037,1.012992,0,0,1.5958836,0,0,0.8490982,0,0,0,2.171002,4.6091657,0.18641561,0,0,4.354024,0,1.1694874,0,0
809,0,0,0,2.9241753,0.4892925,0,0,0,0,0,0,0.7078863,0.18110743,2.162873,0.6914492,0,0.34639534,1.0141543,0,0.8494497,0,0.08039676,0.7847475,0,4.3303595,0.41241002,0,0,0,0,0.5860581,0.10585462,1.0016881,0.84151125,0,0,3.0503433,1.0794189,2.4681067,0,0.28343353,0,0,0,6.5907545,0.8111574,0,1.5447241,0,0,1.2241086,0.947576,0,0.8735534,0,0,0,0,2.1910462,0.69289494
810,0.3213768,0,0,0,0.641389,0,0.22335534,0,0.5960043,1.2739468,0,0,0.28381655,0,0.7252511,0,1.3239616,1.4787215,1.714054,0.7808699,0,1.2326822,0,0,0,0.46265835,0,0,0,0,7.8607802,0.840445,3.9483702,0.014565546,0,0,0.785145,0.80483675,0,0,0,0.59162354,0,0,1.6517684,0.2545199,0,0,0,1.3271823,0,0,0,0,0.12698594,0,2.386488,0,0,0
811,2.0875835,0,0,0,0.43459404,0.19938359,0,1.8206266,0,0,0,0.24068289,0,1.0232903,0,0,1.4997314,0.42828438,0,0,0,0.023673598,0,0,1.4042583,0,0,0,1.0844616,1.1173015,0,0,0,0,0,0.73234904,0,0,0,0,0.01383204,0.078073055,0,0,0,0.5762808,0,0,0,0,0,0,1.2245175,0,0,0,0.2561259,0,0.4669301,0
812,0.24088512,0.9260616,0.7963351,0.43789563,2.1677685,0,0,1.4203604,0.37699372,0,0.5336154,0,0,0.51388913,0.3374582,0,1.8880659,0,0,0.2843671,0,0,0,1.5465306,0,3.8295574,0,0,0,0,0,0,3.3093317,0.63248676,2.352103,0.062143706,1.5245285,0.09220447,0,0.35996315,0,0.65367997,6.151903,0,6.1440997,0,1.4855343,1.5357816,2.7658756,0,0,0,0.48895863,0,0,0,0,0.072773464,0,0
813,0,0,1.2676399,0,0,1.1529934,0,0,0,0.7620082,0,0,0.60278374,0,0,1.4755784,0,0.9238676,0.5361137,0,0.585331,0,0.7301052,2.7140317,0,0,0,0,0,1.772019,0.69347644,1.1553513,0.15646757,0,3.6310413,3.6373718,0,0.9575592,0,0,0,0.06467108,0,0,0,0.18801408,0.76062334,0,0,0,0,0,0,1.76891,0,0,0,1.404481,0.8593015,0
814,0,0.86449814,0,0,0,0,0,0,0,0,0,0,0,2.3172996,0,0,0,0,0,0,1.553504,0,0,0,0.76210403,0,1.9448801,0.7635964,1.0613524,0,0.7742238,0,0,0.21319804,0,0,0,1.4615024,0,0.16741778,0,0,0,0,0,0,0,0,0,2.0997355,0,1.1201282,0.88316184,0,0,0,0,0,1.8767205,0
815,0.21812744,0.21456006,0.1775743,2.5172076,0,0.778841,0,0,0.9181558,1.0620357,0,0,0.66079706,0,0,0,0.7206641,0,0,0.21038625,0,0,0,0,1.6187016,0,0,0,1.0914768,0,0,0,0.5012189,0,3.915143,4.35033,0,0.13502085,0.5118905,0,0,0.012693194,0,0.3526497,0,0.50848436,0,0,0,0,1.4954737,0,0,0,0,0,0,1.4390908,0,1.0779074
816,0,0,0,0,0,1.0669311,0,0,1.5756404,0,1.0753447,0,0,0,0,0,0,0,0,0.07273109,0,0,0.36347923,0.85184896,0.3906185,0,0,0,1.2051994,0,0,0.9101789,0,0,0,2.403627,0,0.7935171,0,0,0,0,1.7550473,0.45220762,0,0.5053512,0.8920797,0,0,0.79718745,3.690649,0,0,1.425764,0.15663302,0,0,0,1.8908867,0.34197858
817,0.6614651,0,1.7236091,0,1.2937385,0,2.9740026,0,0,0,0.7654547,0,0,0,1.1387645,0,0,0.91928995,0,3.02445,0,0.14922914,0,0,0,0.42535192,3.4918911,1.5874535,0,0,0,0,0,0,0,0,1.8608372,0,0.8049616,0,0,0.33215493,0,0.8607283,0,0.75074625,0,0,0.8795881,0,0.54810584,2.5153513,0,0,0,0,0,0,0,0.47303483
818,0,0.27648732,0,1.2717737,1.7842505,0,0,0,0,0,0.2589535,0,0.31125996,0.84923786,1.9178647,0.08756537,0,1.1825255,2.774783,0,0,0.30113047,0,1.9216815,0,1.7495133,2.7271469,0,0,0.19135593,0,0,0,0.12522204,0,0,0,0,1.4661196,0,0,0.26196957,0,1.5578631,0,0,0.33064312,0,0.9877984,0,0,2.784,0,0,0,3.6855068,0.9802598,0,0,0
819,1.0204432,0,0,0.43106487,0,0,0,0,0.3569894,1.2348549,0.08619355,1.1907148,0.93784314,1.6576809,0,0,0,0,0,0,0,0.12902868,1.8149345,0.07445077,0,0,0,0,0,0,4.6702185,0,6.5215373,0,0,0,2.212254,0,0,0.35825866,1.5019046,0.090106525,5.7375917,0,0,0,0.49997792,0,0,0,0,0,0,0,1.9426093,0,0,0,2.0205114,0
820,0,2.7609324,0,1.5024394,0,0,0.51025003,0,0,0,0.293524,0,0,0,0,0,1.7735683,2.8046007,0,0,0.9808836,0,0,0.8163223,0.5873244,1.6923783,0,0,1.9425454,0,1.4301678,0,0,0,1.6095892,0,2.6240363,0.15878549,0,0,0,0,0,0,5.96001,0,0,1.0895123,0.8808244,2.7495382,0,0,0,0,0.28764558,4.468251,0,0,0.22639911,0
821,0,0,2.6731455,0.47552177,2.172998,0,0,0,0,1.1279248,1.4534624,0,0,0,0,0,2.5166812,0.29967982,0.5670847,0,2.0475829,0.5150314,0.33055922,0,0.41267303,0,4.753024,0,0,3.6511483,0,1.9461586,0,1.0597479,0.011038362,0.1845151,0,0.34242913,0.3176872,0,0,0,0.04619504,1.32211,0,0.73705995,0,0.49185544,0.063970745,0.51434433,0,0,0,0,0.37146565,0,0,0.33879036,0.7763565,0
822,0,0,0,1.8784754,0,0,0,0.85848635,1.7446222,0,0.41675904,0,0,1.555114,0,0,1.0342857,0,0.820431,0,0,0.49543563,0,0,0,0,0,0.2262619,0.59498423,1.0525975,0,0.23560113,4.2183986,0,0.581605,3.7688332,0,0.7107812,0,0,0,0,1.2569027,0,0.8762482,0.47575256,0,0.028021026,0.38394168,0.67992634,1.2124326,0,0,0.052102767,0.8050472,0,1.0949088,0,0,0.12949239
823,0,0.8919441,0,0,0,0,2.1476696,0,0,0.27644917,0,0,0,0,0,1.7642791,0.3658873,0,0,0,0,0.015263042,1.8879709,0,0,0,0,0,0.27328995,0,6.83617,2.1880522,0,0,0.9936551,0,0,0,0,0,0,1.7259076,0,0,0,0,0,0,0,0.6124198,0,0,0,0,0,0,0,0,0,0
824,0,3.0839791,0,0.1984267,0.39762893,0,0,0,0,1.3169409,0,1.0383301,0.40456325,0,0,0,0,2.2081459,0,0,0,0,0,0,0,3.0532036,0,0.5920959,0,0,0,0,0,2.636335,0,0,0,0,2.451735,0,0,0.25462347,0,2.1643467,0,0.66126806,0.57636094,2.6472585,0,0.8484703,6.420642,0,0,2.9196973,0,0,0,0,0.450831,0.23364164
825,0,0,0,0,0,0,2.167812,1.2050884,0,0,1.2832485,0.8705312,0,0,0,0.25454548,0,0,0.3737051,0,1.2752988,0.5391826,0,0,0.20695955,0.16743907,0,0,0.6538907,0,0,0,0,0,0,0,1.190437,0,0,1.4422812,0,0.5712204,1.6478766,0,1.9157567,0,0,0,1.6941011,0,0,2.224609,3.1375742,0,0,2.079788,1.681794,0,1.9873915,0.88454485
826,0,0.8435752,0.74114674,0,0,0,1.7904545,0.24482323,0,1.3616524,0,0,3.4181097,0,1.6643461,0,0,0,1.5940858,0,0,0,0,0,0,0,0,0,0,0,0,0.024908084,4.1406307,0.4422074,2.5695672,2.058981,4.4676013,0,0.38579568,0.69911116,0,0,4.976502,0,0,0,0.6322807,0.7647693,0,0,0,3.8628752,0,0.16460122,0.29220694,0,0.46953288,0.24936923,0,0
827,3.0147913,1.5899627,0.40026423,2.3255248,0.7150064,1.2140491,0.6934366,0,0,0.5408815,0,0,0,0,0,0.35864487,0,0,0,0,2.2725353,0,0,0.43663093,0,1.6725192,0,0.57798034,0,0,0,0.08906331,1.2789525,0.23957735,0,0,0,0,0,0.4767513,0,0,0,0.08562799,0,0,0,0,0,1.1310555,0,0,0,0,0,6.70372,1.2676219,0,0,0
828,0,0,1.121347,3.3226056,0,0.47716063,0,0,0.17945689,0,0,0.40773618,0,3.3171945,1.3596826,1.0643277,0,0,0.8952169,0,0,0.5429201,0.9347197,0,0,0,2.7869866,0.89539564,0,0,0,0,3.1143126,1.2032714,0.69829655,0,0.35911727,0,0,0.539493,1.9374462,0,0,0,2.470848,0,0,0,0,0.19828703,0,0,0.6809835,1.797155,0,0.40667775,0.93709916,0,0.52202284,0.6370457
829,2.3696795,0,0.14973639,0.9282636,0.19791417,0,0,1.5548668,0,0.327108,0,0.1203774,0,0,0.66908437,0.762537,0.4567987,0,0.3846675,1.1637037,0,0.36337298,0,0.722008,0.52947366,0,0,1.1010408,2.1625977,0,4.4240346,0,6.8925815,0.5139283,0,0.683837,0,0.8125098,0,0,0,0.61016315,0,0,0,0,0,0.19055119,0.10766747,0,0,0,0.26491445,0.2728753,0,0.77906877,0,1.1935806,0,0
830,0.8758382,0,0.046161495,0,0,1.2250186,0,1.7798177,0,0,0,0.37979293,0,0.79001236,0,0.48352438,0,0,0,0,1.0355409,0.29767928,0,0.38706732,0,0.9317184,0,0,0,0,6.6634717,0,8.702911,0,0,0,1.7733684,0,0,0,1.3832225,0,0,0,1.32149,0.51212347,0,1.585963,1.7931055,0,0,0,0.006686127,0,0,3.013252,0,0.15017478,0,0
831,1.3437546,0.9937358,0,1.4850894,0,3.218162,0,1.1290319,0,0,0,2.07793,0,0,0,0,0,0,0,0,1.2656667,0,0,0,2.2589097,1.9538751,6.542431,0.9019286,0,2.9276798,0,0,1.3768433,0,0,0,0,1.1797441,0.83817875,0,0,0,6.073981,1.8891761,5.2911315,0,0,1.5959762,0,0,2.8078065,0,0,0.8789568,0,0,0,0,0.7858207,0.7464579
832,0.5156746,0,0,0,1.8210452,0,0.5511134,0,1.7227911,0.6869779,0,0,0,0,0.17795658,0,0,0,1.2599839,0.39274663,0,0,0,0,0,0,0,0,2.0046453,0,0,1.0176065,0,0,0,0,0,1.4667513,1.0565802,0,0.22228046,0,6.4104815,0,0,0,0.4534394,0,0,0,0,8.2591715,2.1004515,0,1.1779286,0,0,0.056642666,0.42146197,1.1516964
833,0,0,0,0,0,0,0,0,1.5846267,0,0,0.012043026,0,0,1.7679489,0,0.587184,0,0,0,1.1932646,1.0382098,0,0,0.3550949,0,0,0,0,0,0.96748143,0,0,0,0,0,0,0.93515825,0.14230347,0.47388226,1.9761546,0,1.7697946,1.4664366,0,1.0143348,0,0,0,0.14483258,4.1674314,0.5338764,1.1417537,0.11449302,0,0.8624517,1.3553191,2.8864155,1.049282,0
834,0.26273572,0,0,0,0,0.21497042,0,0,0,0,0,0,1.3212519,1.2791499,0,0.116462834,2.1022372,0,0.3256381,0,0,0.514534,0,0,0.40840393,0.5338041,0,0.2641998,0.5139982,0.68377966,3.3489802,0,0,0.86324674,0,0,1.6499536,1.578245,0.51078737,0.42687327,0,2.4374135,11.294726,0,0.9051488,0,0,0.4525148,0,0,0,0,1.3342419,0.19723299,0,0.16958539,0,0.08449238,1.1003959,0.51442105
835,0,0.85601705,0,1.0854177,2.8177238,0,1.1283975,0.4867935,0,0,0.5822387,0,0.47902596,0,0.9847609,0,1.3259822,0.24463348,0,2.348221,1.680076,1.6611392,0,0,0.89981735,0,3.8717508,0.28049567,0,0,0,0,0,0.32860306,0.35187593,0,2.1348803,0,0,0,0,0,4.1629667,0,0,0.9839046,0.70411867,0.5570442,0,0,0,0.064921744,0,0,1.3221929,0,0.724775,0,0.057344027,0.30384603
836,2.675482,0,0,0,1.1727395,0,2.3019607,0,0,0,0.111028925,2.0144877,2.0369294,0,1.2401679,0.21585824,0.09698884,0,1.5408858,0.5466148,0,0,0.32148015,0,1.2459795,0.22327675,1.9276123,0.88291365,0,7.528677,0,0,0,0,0,3.3941128,0,0,2.1485298,0,0,0,1.5447373,0,0,0,0.18072616,1.2835222,0.752088,1.0550532,3.6198552,0,0,0,0,0,0,0,0,0
837,1.0313203,0.5141292,0,5.6543384,0,0.8123458,0,0,0.6280607,0,0,0.43453178,0,0,0.7614286,0,0,0,0.24702114,0.2595026,0,0,0,2.0252814,2.1626067,4.65029,0,0,2.1918685,0,0,0,0.07087968,0,1.4003972,0,0,0.76092285,0.7283869,0,1.0514607,0,0.030340005,1.2450339,5.4207873,0.88110125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07822688
838,0,0,3.241459,0,0,0,3.7896454,2.8367293,0,0,1.0521218,0,0,0,0.20617422,0,2.5299876,2.7387025,0.5333066,0,0,0,0.4151133,0,0,0,0,0.2261741,1.2098424,0.34177363,4.41693,0,0,0,0,0.110925205,5.322254,1.1820415,0,1.6104369,0,0.6163717,4.1126156,0,0.79864407,0.4116158,0,0,1.5496755,0.19239426,0,0,0,0,0,0,0.24275348,0,0,0
839,0.6884746,0,2.5770326,0,0,0,0.1627894,0,0,2.148505,0,0,0.4023833,1.5091797,3.068474,0,0,0.8228784,0,0.021773364,2.1416569,0.23628487,1.0776259,0,0,0,2.6892445,0,0,0,0,0,0,1.59869,3.7801726,1.7058097,0,0,0,0,0,1.6796829,0,0,0,0,0,0,0,0.64379543,0,0,1.735643,1.4467981,0.9733509,0,0,0,0.9655148,0.7919672
840,1.3604994,0,0,0,0,0,0,0,0,0,0,0,0.29154065,0.79364336,0.8580692,0,0,0,0,1.3693297,1.5409074,0.79919773,0.57302296,0.08689333,0,0.7248784,2.5415583,1.5298399,0,0,0,2.5098662,0,0.9583998,0,2.6484537,0,0.6170519,0,0.8903472,0,0,5.0316725,0.40249112,0,0,0,0.7081541,0,0,0,0,0,0,0,0.37320626,1.5284524,1.6030103,0,0
841,0,0,0,0.49056837,0,0,1.654718,0,0,0,0,0,1.4677064,0,0.14400056,1.9376061,0,0,2.4640992,0,0,2.1329172,2.054294,0.2865082,0,1.0507206,0,0,0.95225817,0,0,0,0,0,3.9666524,0,0,0,0.065137945,0.003921344,2.2359161,0,0,0,0.064524926,0.3080582,0,0.84007704,0,0,1.5569811,0,0.51607686,0,0,0,0,0,0,0
842,0,0.0801749,0.9135785,3.0136986,0,1.4318194,2.112164,0.5290919,1.8474396,0.46278602,2.2842438,0.31920463,0,0,0.49667403,2.7891536,1.5781271,0,0,2.4150276,1.9192843,0.23053408,0,0,0,0,0,0,1.8134192,0,5.3818173,0,0,0.20761144,1.6819247,1.7812071,0,0.20624626,0,0.6178944,0,0,0,0,0,0,0,0.6639279,0.48164812,0.21712664,0,0,0,0,1.1558701,0,0,0,0,0
843,1.0784435,4.2464247,2.7941802,0,2.396055,0,0,0,1.4223627,0,0,0,0,0,0,0,0.06448984,0,0,0,0.1178979,0,0,0,0,6.7530055,0,0,0.056629136,0,0,0.88762784,0,2.288371,0,0.2167768,1.0750002,0.36052677,0,0,0,1.0860785,0.2739045,0,0,0.79479903,0.2840285,1.1968802,0,0.71044105,0,5.6640916,1.417258,0,0,0,0.734365,0,0.5042434,0.097856075
844,0,0,0,0,0,2.4646728,0,0,0.9051199,0.82115936,0.8447421,0,0,0.746946,1.9793446,0.90882593,0,1.5174772,0.6288778,0.54175866,0,0,0,0.9204556,0,0,0,0.5677424,0,1.1257031,2.78147,1.5583258,7.6224523,0,0,0,0,0,0,0,0,0.2237352,2.5217805,0.40428478,0,0,0,0,1.4576128,0.39840484,0.64662004,0.41258603,0,0.27180618,0,0,0,0.36731786,0,0.55641484
845,0,0,0,0,0,1.1219959,0.45033723,0,0,0,0,0.32689685,0,0,0,0,0.5154327,1.2027204,1.8175228,1.236965,1.5743515,0,2.6231112,0,0,0,0,0,0,0,4.5936465,0.28931746,0.92834944,0,0.7884108,0,0,0.3405265,0,0.5431556,0,0,0,0,1.6151459,1.0911077,0.5770163,0,0,0,1.8424369,0,0,0,0,0,0.11327194,0.73427325,0.5125405,0.24684417
846,0.28985155,0,0,2.564236,0.49184117,0,1.935369,0,0,0,0,0.95712817,0.43210873,0,0,0,0.3716812,1.98055,0.038932994,0,0,0.8889168,0,1.1778467,2.7502773,3.1814322,0,0,0.38624725,0,0.17589392,0,0,1.0053595,5.417689,0,0,0.17941655,0.12740323,0,0,0.14405958,0,0,0,0,0,0,0,0,0,0,0,0,0,3.8778207,0,0,0,0
847,0,0,0,0,0,0,0,0,0.17831136,0,2.3966913,0,0,2.4319215,0,0,0,0,0,0,0.75311476,1.8972487,0.12305541,0,0.2927924,1.5759747,0,0,0,0,6.9514422,0,0,0,0,7.805079,0,0.49483344,0,0.03036335,0.2385341,0,4.149578,0,0,0,0.4620496,0,0.81927377,0.8753397,0,3.3244443,0,0,1.0443653,0,0,0,0,0
